* Block Type = Fast 96-Well Block (0.1mL)
* Calibration Background is expired  = Yes
* Calibration Background performed on = 03-02-2017
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 03-02-2017
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = SYBR_GREEN
* Date Created = 2017-12-26 11:03:28 AM CST
* Date Modified = 2017-12-26 13:50:36 PM CST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = D:\PB\2017-12-26 110328.eds
* Experiment Name = 2017-12-26 110328
* Experiment Run Start Time = 2017-12-26 21:15:40 PM CST
* Experiment Run Stop Time = 2017-12-26 22:18:15 PM CST
* Experiment Type = Standard Curve
* Instrument Name = 278860552
* Instrument Serial Number = 278860552
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Sample Setup]
Well	Well Position	Sample Name	Sample Color	Biogroup Name	Biogroup Color	Target Name	Target Color	Task	Reporter	Quencher	Quantity	Comments
39	D3	TCT2017121802A1	"RGB(0,139,69)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
40	D4	TCT2017121802A2	"RGB(255,127,0)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
41	D5	TCT2017122001A1	"RGB(139,137,112)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
42	D6	TCT2017122001A2	"RGB(238,121,66)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
43	D7	PB2017122003pool1	"RGB(142,56,142)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
44	D8	PB2017122003pool2	"RGB(198,113,113)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
45	D9	PB2017122201pool1	"RGB(176,23,31)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
46	D10	PB2017122201pool2	"RGB(0,0,255)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
47	D11	TCT2017121802CK7	"RGB(176,23,31)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
48	D12	TCT2017121802CK7-P	"RGB(176,23,31)"			q3-221	"RGB(0,0,255)"	UNKNOWN	SYBR	None		
49	E1	2ng gDNA	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
50	E2	TCT2017121801	"RGB(0,0,255)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
51	E3	TCT2017121802A1	"RGB(0,139,69)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
52	E4	TCT2017121802A2	"RGB(255,127,0)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
53	E5	TCT2017122001A1	"RGB(139,137,112)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
54	E6	TCT2017122001A2	"RGB(238,121,66)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
55	E7	PB2017122003pool1	"RGB(142,56,142)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
56	E8	PB2017122003pool2	"RGB(198,113,113)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
57	E9	PB2017122201pool1	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
58	E10	PB2017122201pool2	"RGB(0,0,255)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
59	E11	TCT2017121802CK7	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
60	E12	TCT2017121802CK7-P	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
61	F1	2ng gDNA	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
62	F2	TCT2017121801	"RGB(0,0,255)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
63	F3	TCT2017121802A1	"RGB(0,139,69)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
64	F4	TCT2017121802A2	"RGB(255,127,0)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
65	F5	TCT2017122001A1	"RGB(139,137,112)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
66	F6	TCT2017122001A2	"RGB(238,121,66)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
67	F7	PB2017122003pool1	"RGB(142,56,142)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
68	F8	PB2017122003pool2	"RGB(198,113,113)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
69	F9	PB2017122201pool1	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
70	F10	PB2017122201pool2	"RGB(0,0,255)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
71	F11	TCT2017121802CK7	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
72	F12	TCT2017121802CK7-P	"RGB(176,23,31)"			q5-185	"RGB(0,139,69)"	UNKNOWN	SYBR	None		
73	G1	2ng gDNA	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
74	G2	TCT2017121801	"RGB(0,0,255)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
75	G3	TCT2017121802A1	"RGB(0,139,69)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
76	G4	TCT2017121802A2	"RGB(255,127,0)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
77	G5	TCT2017122001A1	"RGB(139,137,112)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
78	G6	TCT2017122001A2	"RGB(238,121,66)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
79	G7	PB2017122003pool1	"RGB(142,56,142)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
80	G8	PB2017122003pool2	"RGB(198,113,113)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
81	G9	PB2017122201pool1	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
82	G10	PB2017122201pool2	"RGB(0,0,255)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
83	G11	TCT2017121802CK7	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
84	G12	TCT2017121802CK7-P	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
85	H1	2ng gDNA	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
86	H2	TCT2017121801	"RGB(0,0,255)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
87	H3	TCT2017121802A1	"RGB(0,139,69)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
88	H4	TCT2017121802A2	"RGB(255,127,0)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
89	H5	TCT2017122001A1	"RGB(139,137,112)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
90	H6	TCT2017122001A2	"RGB(238,121,66)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
91	H7	PB2017122003pool1	"RGB(142,56,142)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
92	H8	PB2017122003pool2	"RGB(198,113,113)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
93	H9	PB2017122201pool1	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
94	H10	PB2017122201pool2	"RGB(0,0,255)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
95	H11	TCT2017121802CK7	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		
96	H12	TCT2017121802CK7-P	"RGB(176,23,31)"			q6-226	"RGB(238,238,0)"	UNKNOWN	SYBR	None		


[Amplification Data]
Well	Cycle	Target Name	Rn	Delta Rn
1	1	q1-204	0.075	0.002
1	2	q1-204	0.075	0.003
1	3	q1-204	0.073	0.002
1	4	q1-204	0.071	0.000
1	5	q1-204	0.070	0.001
1	6	q1-204	0.070	0.001
1	7	q1-204	0.068	0.001
1	8	q1-204	0.066	-0.001
1	9	q1-204	0.066	-0.001
1	10	q1-204	0.065	-0.001
1	11	q1-204	0.064	-0.001
1	12	q1-204	0.063	-0.002
1	13	q1-204	0.062	-0.002
1	14	q1-204	0.061	-0.001
1	15	q1-204	0.060	-0.001
1	16	q1-204	0.060	-0.001
1	17	q1-204	0.060	-0.000
1	18	q1-204	0.061	0.001
1	19	q1-204	0.063	0.004
1	20	q1-204	0.069	0.011
1	21	q1-204	0.080	0.023
1	22	q1-204	0.102	0.046
1	23	q1-204	0.147	0.091
1	24	q1-204	0.231	0.177
1	25	q1-204	0.391	0.337
1	26	q1-204	0.676	0.623
1	27	q1-204	1.133	1.080
1	28	q1-204	1.744	1.693
1	29	q1-204	2.352	2.301
1	30	q1-204	2.750	2.700
1	31	q1-204	2.999	2.949
1	32	q1-204	3.175	3.127
1	33	q1-204	3.307	3.259
1	34	q1-204	3.405	3.359
1	35	q1-204	3.473	3.427
1	36	q1-204	3.525	3.480
1	37	q1-204	3.567	3.522
1	38	q1-204	3.601	3.557
1	39	q1-204	3.631	3.588
1	40	q1-204	3.656	3.614
1	41	q1-204	3.669	3.628
1	42	q1-204	3.681	3.641
1	43	q1-204	3.689	3.650
1	44	q1-204	3.697	3.658
1	45	q1-204	3.701	3.663
2	1	q1-204	0.091	-0.003
2	2	q1-204	0.093	-0.004
2	3	q1-204	0.097	-0.002
2	4	q1-204	0.100	-0.001
2	5	q1-204	0.103	-0.000
2	6	q1-204	0.105	0.000
2	7	q1-204	0.108	0.001
2	8	q1-204	0.110	0.001
2	9	q1-204	0.112	0.001
2	10	q1-204	0.114	0.001
2	11	q1-204	0.116	0.001
2	12	q1-204	0.118	0.001
2	13	q1-204	0.120	0.000
2	14	q1-204	0.122	0.000
2	15	q1-204	0.123	0.000
2	16	q1-204	0.125	-0.000
2	17	q1-204	0.127	-0.001
2	18	q1-204	0.128	-0.001
2	19	q1-204	0.130	-0.001
2	20	q1-204	0.132	-0.001
2	21	q1-204	0.134	-0.001
2	22	q1-204	0.137	-0.001
2	23	q1-204	0.140	0.000
2	24	q1-204	0.145	0.003
2	25	q1-204	0.153	0.009
2	26	q1-204	0.168	0.022
2	27	q1-204	0.196	0.048
2	28	q1-204	0.247	0.097
2	29	q1-204	0.344	0.191
2	30	q1-204	0.521	0.367
2	31	q1-204	0.826	0.670
2	32	q1-204	1.296	1.138
2	33	q1-204	1.888	1.728
2	34	q1-204	2.423	2.260
2	35	q1-204	2.754	2.589
2	36	q1-204	2.975	2.808
2	37	q1-204	3.140	2.971
2	38	q1-204	3.255	3.084
2	39	q1-204	3.341	3.169
2	40	q1-204	3.410	3.236
2	41	q1-204	3.465	3.288
2	42	q1-204	3.498	3.319
2	43	q1-204	3.529	3.348
2	44	q1-204	3.555	3.373
2	45	q1-204	3.572	3.387
3	1	q1-204	-0.031	-0.005
3	2	q1-204	-0.029	-0.005
3	3	q1-204	-0.024	-0.002
3	4	q1-204	-0.021	-0.001
3	5	q1-204	-0.018	-0.001
3	6	q1-204	-0.015	0.000
3	7	q1-204	-0.013	0.000
3	8	q1-204	-0.010	0.001
3	9	q1-204	-0.008	0.001
3	10	q1-204	-0.005	0.001
3	11	q1-204	-0.003	0.001
3	12	q1-204	-0.001	0.001
3	13	q1-204	0.001	0.001
3	14	q1-204	0.003	0.001
3	15	q1-204	0.005	0.001
3	16	q1-204	0.007	0.001
3	17	q1-204	0.009	-0.000
3	18	q1-204	0.011	-0.001
3	19	q1-204	0.013	-0.001
3	20	q1-204	0.015	-0.001
3	21	q1-204	0.017	-0.001
3	22	q1-204	0.019	-0.001
3	23	q1-204	0.022	-0.001
3	24	q1-204	0.026	0.001
3	25	q1-204	0.032	0.005
3	26	q1-204	0.041	0.012
3	27	q1-204	0.057	0.026
3	28	q1-204	0.088	0.054
3	29	q1-204	0.145	0.109
3	30	q1-204	0.250	0.212
3	31	q1-204	0.442	0.401
3	32	q1-204	0.765	0.723
3	33	q1-204	1.244	1.199
3	34	q1-204	1.800	1.753
3	35	q1-204	2.243	2.193
3	36	q1-204	2.516	2.464
3	37	q1-204	2.709	2.655
3	38	q1-204	2.851	2.795
3	39	q1-204	2.955	2.897
3	40	q1-204	3.033	2.972
3	41	q1-204	3.090	3.028
3	42	q1-204	3.135	3.070
3	43	q1-204	3.170	3.103
3	44	q1-204	3.199	3.129
3	45	q1-204	3.215	3.143
4	1	q1-204	0.095	-0.005
4	2	q1-204	0.096	-0.005
4	3	q1-204	0.101	-0.003
4	4	q1-204	0.104	-0.001
4	5	q1-204	0.106	-0.001
4	6	q1-204	0.109	0.000
4	7	q1-204	0.112	0.001
4	8	q1-204	0.114	0.001
4	9	q1-204	0.115	0.001
4	10	q1-204	0.117	0.001
4	11	q1-204	0.119	0.001
4	12	q1-204	0.121	0.001
4	13	q1-204	0.123	0.001
4	14	q1-204	0.125	0.001
4	15	q1-204	0.127	0.001
4	16	q1-204	0.129	0.001
4	17	q1-204	0.130	0.000
4	18	q1-204	0.132	0.000
4	19	q1-204	0.133	-0.000
4	20	q1-204	0.135	-0.001
4	21	q1-204	0.137	-0.001
4	22	q1-204	0.138	-0.001
4	23	q1-204	0.140	-0.001
4	24	q1-204	0.142	-0.001
4	25	q1-204	0.145	-0.000
4	26	q1-204	0.149	0.002
4	27	q1-204	0.154	0.006
4	28	q1-204	0.164	0.013
4	29	q1-204	0.181	0.028
4	30	q1-204	0.212	0.058
4	31	q1-204	0.272	0.115
4	32	q1-204	0.382	0.224
4	33	q1-204	0.583	0.423
4	34	q1-204	0.918	0.756
4	35	q1-204	1.395	1.230
4	36	q1-204	1.908	1.742
4	37	q1-204	2.280	2.112
4	38	q1-204	2.496	2.327
4	39	q1-204	2.635	2.463
4	40	q1-204	2.742	2.568
4	41	q1-204	2.824	2.648
4	42	q1-204	2.887	2.710
4	43	q1-204	2.930	2.751
4	44	q1-204	2.955	2.774
4	45	q1-204	2.969	2.786
5	1	q1-204	0.125	-0.007
5	2	q1-204	0.127	-0.007
5	3	q1-204	0.133	-0.004
5	4	q1-204	0.137	-0.002
5	5	q1-204	0.141	-0.001
5	6	q1-204	0.144	0.000
5	7	q1-204	0.147	0.001
5	8	q1-204	0.150	0.001
5	9	q1-204	0.153	0.001
5	10	q1-204	0.155	0.002
5	11	q1-204	0.157	0.001
5	12	q1-204	0.160	0.001
5	13	q1-204	0.163	0.001
5	14	q1-204	0.165	0.001
5	15	q1-204	0.167	0.001
5	16	q1-204	0.169	0.001
5	17	q1-204	0.171	0.001
5	18	q1-204	0.173	-0.000
5	19	q1-204	0.175	-0.001
5	20	q1-204	0.177	-0.001
5	21	q1-204	0.179	-0.001
5	22	q1-204	0.181	-0.002
5	23	q1-204	0.184	-0.002
5	24	q1-204	0.187	-0.001
5	25	q1-204	0.190	-0.000
5	26	q1-204	0.195	0.002
5	27	q1-204	0.203	0.007
5	28	q1-204	0.216	0.018
5	29	q1-204	0.240	0.040
5	30	q1-204	0.285	0.082
5	31	q1-204	0.369	0.163
5	32	q1-204	0.524	0.316
5	33	q1-204	0.798	0.588
5	34	q1-204	1.239	1.026
5	35	q1-204	1.833	1.618
5	36	q1-204	2.425	2.208
5	37	q1-204	2.810	2.590
5	38	q1-204	3.053	2.830
5	39	q1-204	3.227	3.003
5	40	q1-204	3.361	3.134
5	41	q1-204	3.458	3.229
5	42	q1-204	3.529	3.297
5	43	q1-204	3.582	3.348
5	44	q1-204	3.620	3.383
5	45	q1-204	3.644	3.405
6	1	q1-204	0.118	-0.006
6	2	q1-204	0.121	-0.006
6	3	q1-204	0.127	-0.003
6	4	q1-204	0.131	-0.002
6	5	q1-204	0.134	-0.000
6	6	q1-204	0.138	0.001
6	7	q1-204	0.140	0.001
6	8	q1-204	0.143	0.001
6	9	q1-204	0.145	0.001
6	10	q1-204	0.148	0.001
6	11	q1-204	0.151	0.001
6	12	q1-204	0.153	0.001
6	13	q1-204	0.156	0.001
6	14	q1-204	0.158	0.001
6	15	q1-204	0.160	0.000
6	16	q1-204	0.162	-0.000
6	17	q1-204	0.165	-0.000
6	18	q1-204	0.167	-0.001
6	19	q1-204	0.169	-0.001
6	20	q1-204	0.171	-0.001
6	21	q1-204	0.174	-0.001
6	22	q1-204	0.178	0.001
6	23	q1-204	0.184	0.004
6	24	q1-204	0.194	0.011
6	25	q1-204	0.212	0.027
6	26	q1-204	0.244	0.056
6	27	q1-204	0.303	0.113
6	28	q1-204	0.417	0.224
6	29	q1-204	0.623	0.428
6	30	q1-204	0.980	0.782
6	31	q1-204	1.524	1.324
6	32	q1-204	2.196	1.993
6	33	q1-204	2.789	2.584
6	34	q1-204	3.159	2.951
6	35	q1-204	3.409	3.199
6	36	q1-204	3.591	3.378
6	37	q1-204	3.728	3.512
6	38	q1-204	3.829	3.611
6	39	q1-204	3.899	3.678
6	40	q1-204	3.956	3.733
6	41	q1-204	4.001	3.775
6	42	q1-204	4.037	3.809
6	43	q1-204	4.064	3.833
6	44	q1-204	4.084	3.851
6	45	q1-204	4.097	3.861
7	1	q1-204	0.109	-0.005
7	2	q1-204	0.111	-0.004
7	3	q1-204	0.114	-0.003
7	4	q1-204	0.117	-0.001
7	5	q1-204	0.119	-0.000
7	6	q1-204	0.121	0.000
7	7	q1-204	0.123	0.000
7	8	q1-204	0.125	0.001
7	9	q1-204	0.127	0.001
7	10	q1-204	0.128	0.001
7	11	q1-204	0.130	0.001
7	12	q1-204	0.131	0.001
7	13	q1-204	0.133	0.001
7	14	q1-204	0.134	0.001
7	15	q1-204	0.135	0.001
7	16	q1-204	0.136	0.000
7	17	q1-204	0.137	0.000
7	18	q1-204	0.138	-0.001
7	19	q1-204	0.139	-0.001
7	20	q1-204	0.141	-0.001
7	21	q1-204	0.142	-0.001
7	22	q1-204	0.144	-0.001
7	23	q1-204	0.145	-0.001
7	24	q1-204	0.148	0.000
7	25	q1-204	0.151	0.001
7	26	q1-204	0.156	0.006
7	27	q1-204	0.168	0.016
7	28	q1-204	0.189	0.035
7	29	q1-204	0.227	0.072
7	30	q1-204	0.300	0.144
7	31	q1-204	0.439	0.281
7	32	q1-204	0.694	0.534
7	33	q1-204	1.136	0.975
7	34	q1-204	1.813	1.650
7	35	q1-204	2.639	2.475
7	36	q1-204	3.338	3.172
7	37	q1-204	3.744	3.578
7	38	q1-204	4.015	3.847
7	39	q1-204	4.221	4.051
7	40	q1-204	4.373	4.202
7	41	q1-204	4.488	4.316
7	42	q1-204	4.581	4.407
7	43	q1-204	4.652	4.476
7	44	q1-204	4.703	4.526
7	45	q1-204	4.739	4.560
8	1	q1-204	0.092	-0.005
8	2	q1-204	0.094	-0.004
8	3	q1-204	0.098	-0.002
8	4	q1-204	0.100	-0.001
8	5	q1-204	0.102	-0.001
8	6	q1-204	0.104	-0.000
8	7	q1-204	0.106	0.001
8	8	q1-204	0.107	0.001
8	9	q1-204	0.109	0.001
8	10	q1-204	0.110	0.001
8	11	q1-204	0.111	0.001
8	12	q1-204	0.112	0.001
8	13	q1-204	0.114	0.001
8	14	q1-204	0.115	0.001
8	15	q1-204	0.116	0.001
8	16	q1-204	0.117	0.000
8	17	q1-204	0.117	-0.001
8	18	q1-204	0.118	-0.001
8	19	q1-204	0.119	-0.001
8	20	q1-204	0.121	-0.001
8	21	q1-204	0.122	-0.001
8	22	q1-204	0.123	-0.001
8	23	q1-204	0.124	-0.002
8	24	q1-204	0.125	-0.002
8	25	q1-204	0.128	-0.000
8	26	q1-204	0.130	0.001
8	27	q1-204	0.134	0.004
8	28	q1-204	0.142	0.010
8	29	q1-204	0.156	0.023
8	30	q1-204	0.184	0.049
8	31	q1-204	0.235	0.099
8	32	q1-204	0.333	0.196
8	33	q1-204	0.514	0.376
8	34	q1-204	0.830	0.690
8	35	q1-204	1.325	1.184
8	36	q1-204	1.964	1.822
